video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing clear pike circle backward with 1 turn to handstand?,They perform a straddle jump to handstand,They execute a front handspring to handstand,stalder backward to handstand,They complete a giant swing to handstand.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing giant circle backward?,They perform a handstand half-turn,They execute a straddle jump,They complete a forward roll,clear pike circle backward to handstand,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform before performing counter straddle over high bar to hang?,clear pike circle backward with 1 turn to handstand,They start with a giant swing to gather momentum,They execute a kip up to handstand position,They begin with a straddle jump to the high bar.,a
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform after performing counter straddle over high bar to hang?,they swing back up to the high bar,transition flight from high bar to low bar,they execute a kip to handstand on the low bar,they complete a release move on the high bar.,b
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform after performing giant circle forward with 1 turn on one arm before handstand phase?,They perform a front handspring with a full twist,stalder forward with 0.5 turn to handstand,They transition into a straddle press to handstand,They complete a piked swing to handstand with a full turn.,b
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform after performing stalder backward to handstand?,They perform a giant swing to handstand,They execute a backward somersault to handstand,They transition into a straddle planche to handstand,clear pike circle backward with 1 turn to handstand,d
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform after performing stalder forward with 0.5 turn to handstand?,They perform a backflip dismount,They transition into a kip routine,counter piked over high bar to hang,They swing into an L-grip giant.,c
lrwiYiFGQZE_E_004478_004516,./all_map_data/videos/fg/lrwiYiFGQZE_E_004478_004516.mp4,Sports & Arts,fg,What do the players perform after performing giant circle backward?,They perform a single flip backward,(swing forward) double salto backward stretched,They execute a handstand,They transition into a double salto forward tucked.,b
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What is the video about?,Balance Beam,They're practicing a floor routine,The video shows a diving competition,They're doing a dance routine.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,How many actions do the players perform?,The players perform 10 actions,The players perform 8 actions,The players perform 15 actions,12,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,How many types of actions do the players perform?,They perform 10 different actions,There are 8 types of actions,12,There are 20 different actions players can perform.,c
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"How many times do the players perform flic-flac with step-out, also with support on one arm?",1,3,4,5,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"How many times do the players perform salto sideward tucked, take off from one leg to side stand?","They perform salto sideward tucked, take off from one leg to side stand twice","They perform salto sideward tucked, take off from one leg to side stand three times","They perform salto sideward tucked, take off from one leg to side stand four times",1,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,How many times do the players perform round-off?,1,They don't perform any round-offs,The players perform three round-offs,Round-offs are not part of the routine.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,Do the players perform split jump?,yes,They are doing a dance routine,They are participating in a track and field event,They are performing a cheerleading stunt.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,Do the players perform yamashita with 1 turn off?,They perform yamashita with 2 turns off,They perform yamashita with no turns off at all,The players perform yamashita with 3 turns off,no,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,Do the players perform yamashita with 1 turn off before the switch leap to ring position?,yes,They skip the yamashita entirely and go straight to the switch leap,They perform a hop instead of a turn before the switch leap,They do a cartwheel before the switch leap to ring position.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn before the switch leap to ring position?",They perform a 3 turn in tuck stand on both legs before the switch leap to ring position,The players perform a 3 turn in tuck stand with the free leg bent before the switch leap to ring position,"They execute the 3 turn in tuck stand on one leg, but with the free leg moving throughout the turn before the switch leap to ring position",no,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn after the salto backward stretched-step out (feet land successively)?",yes,"No, the free leg is bent during the turn","No, the turn is performed on both legs simultaneously","No, the turn is done in a pike position instead of a tuck stand.",a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"Do the players perform round-off, flic-flac on, stretched salto backward with 1 turn off after the free aerial walkover forward, landing on one or both feet?",They perform a double back somersault off after the aerial walkover,no,The routine includes a back handspring with a full twist off after the walkover,They complete a double tuck salto backward with no twist off after the walkover.,b
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform before performing round-off?,They do a cartwheel,They perform a handstand,switch leap to ring position,They jump into a split.,c
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform before performing double salto backward piked?,round-off,They execute a handstand,They complete a front handspring,They do a back handspring.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform before performing salto backward stretched-step out (feet land successively)?,"flic-flac with step-out, also with support on one arm",They perform a handstand with a twist,They execute a forward roll with no hands,They jump into the air with a straight body and no rotation.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform before performing switch leap to ring position?,They perform a split leap with a full turn,They execute a front tuck somersault,They do a back handspring with a twist,straddle pike jump with 0.5 turn in side position,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform before performing 1 turn on one leg, free leg optional below horizontal?",They perform a split leap with their free leg in the air,They do a cartwheel before turning on one leg,johnson (leap forward with leg change and 0.25 turn to side split or straddle pike position),They complete a ballet pirouette with a straight free leg.,c
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform before performing salto sideward tucked, take off from one leg to side stand?",They perform a cartwheel,salto backward stretched-step out (feet land successively),They execute a round-off,They jump into a split.,b
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform before performing split jump?,They perform a cartwheel,They do a back handspring,They execute a round-off,"free aerial walkover forward, landing on one or both feet",d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform before performing free aerial walkover forward, landing on one or both feet?",They spin around in a circle on both feet,"1 turn on one leg, free leg optional below horizontal",They take a running start,They do a handstand.,b
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform after performing round-off?,They perform a cartwheel,They execute a somersault,They transition into a handstand,double salto backward piked,d
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform after performing switch leap to ring position?,round-off,They do a back handspring,They execute a split leap,They transition into a pirouette.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform after performing free aerial walkover forward, landing on one or both feet?",They perform a cartwheel,They execute a back handspring,split jump,They move into a dance routine.,c
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform after performing salto sideward tucked, take off from one leg to side stand?",straddle pike jump with 0.5 turn in side position,They execute a back handspring followed by a front tuck,They transition into a cartwheel finishing in a handstand position,They complete a round-off followed by a double backflip.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,"What do the players perform after performing flic-flac with step-out, also with support on one arm?",salto backward stretched-step out (feet land successively),They execute a somersault with a twist,They transition into a cartwheel,They move into a balance pose on one leg.,a
4mzbybgzoJo_E_000366_000469,./all_map_data/videos/fg/4mzbybgzoJo_E_000366_000469.mp4,Sports & Arts,fg,What do the players perform after performing johnson (leap forward with leg change and 0.25 turn to side split or straddle pike position)?,They perform a jump with a 360-degree twist,They move into a handstand position,They do a cartwheel,"1 turn on one leg, free leg optional below horizontal",d
TBsWos4T4OE_E_001505_001589,./all_map_data/videos/fg/TBsWos4T4OE_E_001505_001589.mp4,Sports & Arts,fg,What is the video about?,They are performing a floor routine,They are practicing on the uneven bars,Balance Beam,They are doing a vault routine.,c
TBsWos4T4OE_E_001505_001589,./all_map_data/videos/fg/TBsWos4T4OE_E_001505_001589.mp4,Sports & Arts,fg,How many actions do the players perform?,They perform 10 actions,They perform 8 actions,They perform 15 actions,12,d
TBsWos4T4OE_E_001505_001589,./all_map_data/videos/fg/TBsWos4T4OE_E_001505_001589.mp4,Sports & Arts,fg,How many types of actions do the players perform?,11,There are 8 different actions that players perform,Players perform 10 types of actions,There are 12 actions that players perform.,a
TBsWos4T4OE_E_001505_001589,./all_map_data/videos/fg/TBsWos4T4OE_E_001505_001589.mp4,Sports & Arts,fg,How many times do the players perform salto forward piked to cross stand?,They perform salto forward piked to cross stand twice,1,Salto forward piked to cross stand is performed four times by the players,The athletes execute salto forward piked to cross stand five times.,b
